course_id,location_name,city,state
078241E,"Canberra Institute of Technology - Vowels cresent, BRUCE",BRUCE,ACT
081441D,"Canberra Institute of Technology - Vowels cresent, BRUCE",BRUCE,ACT
089975J,"Canberra Institute of Technology - Vowels cresent, BRUCE",BRUCE,ACT
089976G,"Canberra Institute of Technology - Vowels cresent, BRUCE",BRUCE,ACT
090935G,"Canberra Institute of Technology - City Campus - Constitution Ave, REID",REID,ACT
090978G,"Canberra Institute of Technology - City Campus - Constitution Ave, REID",REID,ACT
091136G,"Canberra Institute of Technology - City Campus - Constitution Ave, REID",REID,ACT
091154F,"Canberra Institute of Technology - Vowels cresent, BRUCE",BRUCE,ACT
091155E,"Canberra Institute of Technology - Vowels cresent, BRUCE",BRUCE,ACT
091156D,"Canberra Institute of Technology - Vowels cresent, BRUCE",BRUCE,ACT
094135G,"Canberra Institute of Technology - City Campus - Constitution Ave, REID",REID,ACT
094147C,"Canberra Institute of Technology - City Campus - Constitution Ave, REID",REID,ACT
094148B,"Canberra Institute of Technology - City Campus - Constitution Ave, REID",REID,ACT
094149A,"Canberra Institute of Technology - City Campus - Constitution Ave, REID",REID,ACT
094153E,"Canberra Institute of Technology - City Campus - Constitution Ave, REID",REID,ACT
094472A,"Canberra Institute of Technology - City Campus - Constitution Ave, REID",REID,ACT
097541B,"Canberra Institute of Technology - City Campus - Constitution Ave, REID",REID,ACT
097543M,"Canberra Institute of Technology - City Campus - Constitution Ave, REID",REID,ACT
097544K,"Canberra Institute of Technology - City Campus - Constitution Ave, REID",REID,ACT
097545J,"Canberra Institute of Technology - City Campus - Constitution Ave, REID",REID,ACT
097546G,"Canberra Institute of Technology - City Campus - Constitution Ave, REID",REID,ACT
097547G,"Canberra Institute of Technology - City Campus - Constitution Ave, REID",REID,ACT
097548F,"Canberra Institute of Technology - City Campus - Constitution Ave, REID",REID,ACT
098125K,"Canberra Institute of Technology - City Campus - Constitution Ave, REID",REID,ACT
099898A,"Canberra Institute of Technology - City Campus - Constitution Ave, REID",REID,ACT
104558H,"Canberra Institute of Technology - City Campus - Constitution Ave, REID",REID,ACT
104559G,"Canberra Institute of Technology - City Campus - Constitution Ave, REID",REID,ACT
104665E,"Canberra Institute of Technology - Vowels cresent, BRUCE",BRUCE,ACT
104671G,"Canberra Institute of Technology - Vowels cresent, BRUCE",BRUCE,ACT
105812B,"Canberra Institute of Technology - City Campus - Constitution Ave, REID",REID,ACT
108479H,"Canberra Institute of Technology - City Campus - Constitution Ave, REID",REID,ACT
108479H,CIT Tuggeranong,GREENWAY,ACT
108480D,"Canberra Institute of Technology - City Campus - Constitution Ave, REID",REID,ACT
108481C,"Canberra Institute of Technology - City Campus - Constitution Ave, REID",REID,ACT
109721F,"Canberra Institute of Technology - City Campus - Constitution Ave, REID",REID,ACT
109752K,"Canberra Institute of Technology - City Campus - Constitution Ave, REID",REID,ACT
109761J,"Canberra Institute of Technology - City Campus - Constitution Ave, REID",REID,ACT
110026H,"Canberra Institute of Technology - City Campus - Constitution Ave, REID",REID,ACT
110030A,"Canberra Institute of Technology - City Campus - Constitution Ave, REID",REID,ACT
110727A,"Canberra Institute of Technology - Vowels cresent, BRUCE",BRUCE,ACT
111243B,"Canberra Institute of Technology - City Campus - Constitution Ave, REID",REID,ACT
111244A,"Canberra Institute of Technology - City Campus - Constitution Ave, REID",REID,ACT
111262K,"Canberra Institute of Technology - Vowels cresent, BRUCE",BRUCE,ACT
111967K,"Canberra Institute of Technology - Vowels cresent, BRUCE",BRUCE,ACT
111982M,"Canberra Institute of Technology - City Campus - Constitution Ave, REID",REID,ACT
112086B,"Canberra Institute of Technology - City Campus - Constitution Ave, REID",REID,ACT
112087A,"Canberra Institute of Technology - City Campus - Constitution Ave, REID",REID,ACT
112089K,"Canberra Institute of Technology - City Campus - Constitution Ave, REID",REID,ACT
112091E,"Canberra Institute of Technology - City Campus - Constitution Ave, REID",REID,ACT
112091E,"Canberra Institute of Technology - Vowels cresent, BRUCE",BRUCE,ACT
112092D,"Canberra Institute of Technology - City Campus - Constitution Ave, REID",REID,ACT
112092D,"Canberra Institute of Technology - Vowels cresent, BRUCE",BRUCE,ACT
112093C,"Canberra Institute of Technology - City Campus - Constitution Ave, REID",REID,ACT
112865H,"Canberra Institute of Technology - Vowels cresent, BRUCE",BRUCE,ACT
113462H,"Canberra Institute of Technology - City Campus - Constitution Ave, REID",REID,ACT
113904J,"Canberra Institute of Technology - City Campus - Constitution Ave, REID",REID,ACT
113905H,"Canberra Institute of Technology - City Campus - Constitution Ave, REID",REID,ACT
114025K,"Canberra Institute of Technology - Vowels cresent, BRUCE",BRUCE,ACT
114883A,"Canberra Institute of Technology - City Campus - Constitution Ave, REID",REID,ACT
114884M,"Canberra Institute of Technology - City Campus - Constitution Ave, REID",REID,ACT
001357G,Macquarie University Wallumattagal Campus at North Ryde,NORTH RYDE,NSW
001359E,Macquarie University Wallumattagal Campus at North Ryde,NORTH RYDE,NSW
001362K,Macquarie University Wallumattagal Campus at North Ryde,NORTH RYDE,NSW
001365G,Macquarie University Wallumattagal Campus at North Ryde,NORTH RYDE,NSW
001371J,Macquarie University Wallumattagal Campus at North Ryde,NORTH RYDE,NSW
001396M,Macquarie University Wallumattagal Campus at North Ryde,NORTH RYDE,NSW
001403F,Macquarie University Wallumattagal Campus at North Ryde,NORTH RYDE,NSW
001404E,Macquarie University Wallumattagal Campus at North Ryde,NORTH RYDE,NSW
008653J,Macquarie University Wallumattagal Campus at North Ryde,NORTH RYDE,NSW
0100138,Macquarie University Wallumattagal Campus at North Ryde,NORTH RYDE,NSW
0100139,Macquarie University Wallumattagal Campus at North Ryde,NORTH RYDE,NSW
0100917,Macquarie University Wallumattagal Campus at North Ryde,NORTH RYDE,NSW
0100918,Macquarie University Wallumattagal Campus at North Ryde,NORTH RYDE,NSW
0100919,Macquarie University Wallumattagal Campus at North Ryde,NORTH RYDE,NSW
0100920,Macquarie University Wallumattagal Campus at North Ryde,NORTH RYDE,NSW
0100921,Macquarie University Wallumattagal Campus at North Ryde,NORTH RYDE,NSW
0100922,Macquarie University Wallumattagal Campus at North Ryde,NORTH RYDE,NSW
0100923,Macquarie University Wallumattagal Campus at North Ryde,NORTH RYDE,NSW
0100924,Macquarie University Wallumattagal Campus at North Ryde,NORTH RYDE,NSW
0100925,Macquarie University Wallumattagal Campus at North Ryde,NORTH RYDE,NSW
0100926,Macquarie University Wallumattagal Campus at North Ryde,NORTH RYDE,NSW
0100927,Macquarie University Wallumattagal Campus at North Ryde,NORTH RYDE,NSW
0100928,Macquarie University Wallumattagal Campus at North Ryde,NORTH RYDE,NSW
0100929,Macquarie University Wallumattagal Campus at North Ryde,NORTH RYDE,NSW
0100930,Macquarie University Wallumattagal Campus at North Ryde,NORTH RYDE,NSW
0100931,Macquarie University Wallumattagal Campus at North Ryde,NORTH RYDE,NSW
0101343,Macquarie University Wallumattagal Campus at North Ryde,NORTH RYDE,NSW
0101344,Macquarie University Wallumattagal Campus at North Ryde,NORTH RYDE,NSW
0101507,Macquarie University Wallumattagal Campus at North Ryde,NORTH RYDE,NSW
0101508,Macquarie University Wallumattagal Campus at North Ryde,NORTH RYDE,NSW
0101509,Macquarie University Wallumattagal Campus at North Ryde,NORTH RYDE,NSW
0101874,Macquarie University Wallumattagal Campus at North Ryde,NORTH RYDE,NSW
018437A,Macquarie University Wallumattagal Campus at North Ryde,NORTH RYDE,NSW
020161F,Macquarie University Wallumattagal Campus at North Ryde,NORTH RYDE,NSW
021498F,Macquarie University Wallumattagal Campus at North Ryde,NORTH RYDE,NSW
021499E,Macquarie University Wallumattagal Campus at North Ryde,NORTH RYDE,NSW
021502D,Macquarie University Wallumattagal Campus at North Ryde,NORTH RYDE,NSW
022767D,Macquarie University Wallumattagal Campus at North Ryde,NORTH RYDE,NSW
027337G,Macquarie University Wallumattagal Campus at North Ryde,NORTH RYDE,NSW
027342M,Macquarie University Wallumattagal Campus at North Ryde,NORTH RYDE,NSW
027343K,Macquarie University Wallumattagal Campus at North Ryde,NORTH RYDE,NSW
027361G,Macquarie University Wallumattagal Campus at North Ryde,NORTH RYDE,NSW
027373D,Macquarie University Wallumattagal Campus at North Ryde,NORTH RYDE,NSW
027374C,Macquarie University Wallumattagal Campus at North Ryde,NORTH RYDE,NSW
028662J,Macquarie University Wallumattagal Campus at North Ryde,NORTH RYDE,NSW
028866G,Macquarie University Wallumattagal Campus at North Ryde,NORTH RYDE,NSW
030053E,Macquarie University Wallumattagal Campus at North Ryde,NORTH RYDE,NSW
030079F,Macquarie University Wallumattagal Campus at North Ryde,NORTH RYDE,NSW
030375J,Macquarie University Wallumattagal Campus at North Ryde,NORTH RYDE,NSW
031133G,Macquarie University Wallumattagal Campus at North Ryde,NORTH RYDE,NSW
031331B,Macquarie University Wallumattagal Campus at North Ryde,NORTH RYDE,NSW
037278J,Macquarie University Wallumattagal Campus at North Ryde,NORTH RYDE,NSW
037283A,Macquarie University Wallumattagal Campus at North Ryde,NORTH RYDE,NSW
037296G,Macquarie University Wallumattagal Campus at North Ryde,NORTH RYDE,NSW
037297F,Macquarie University Wallumattagal Campus at North Ryde,NORTH RYDE,NSW
037303B,Macquarie University Wallumattagal Campus at North Ryde,NORTH RYDE,NSW
043333A,Macquarie University Wallumattagal Campus at North Ryde,NORTH RYDE,NSW
045284M,Macquarie University Wallumattagal Campus at North Ryde,NORTH RYDE,NSW
047324C,Macquarie University Wallumattagal Campus at North Ryde,NORTH RYDE,NSW
047326A,Macquarie University Wallumattagal Campus at North Ryde,NORTH RYDE,NSW
047327M,Macquarie University Wallumattagal Campus at North Ryde,NORTH RYDE,NSW
047337J,Macquarie University Wallumattagal Campus at North Ryde,NORTH RYDE,NSW
048246D,Macquarie University Wallumattagal Campus at North Ryde,NORTH RYDE,NSW
054336G,Macquarie University Wallumattagal Campus at North Ryde,NORTH RYDE,NSW
056664G,Macquarie University Wallumattagal Campus at North Ryde,NORTH RYDE,NSW
056667E,Macquarie University Wallumattagal Campus at North Ryde,NORTH RYDE,NSW
056670K,Macquarie University Wallumattagal Campus at North Ryde,NORTH RYDE,NSW
058390B,Macquarie University Wallumattagal Campus at North Ryde,NORTH RYDE,NSW
060660M,Macquarie University Wallumattagal Campus at North Ryde,NORTH RYDE,NSW
060661K,Macquarie University Wallumattagal Campus at North Ryde,NORTH RYDE,NSW
060724M,Macquarie University Wallumattagal Campus at North Ryde,NORTH RYDE,NSW
060726J,Macquarie University Wallumattagal Campus at North Ryde,NORTH RYDE,NSW
060727G,Macquarie University Wallumattagal Campus at North Ryde,NORTH RYDE,NSW
064238D,Macquarie University Wallumattagal Campus at North Ryde,NORTH RYDE,NSW
064239C,Macquarie University Wallumattagal Campus at North Ryde,NORTH RYDE,NSW
064240K,Macquarie University Wallumattagal Campus at North Ryde,NORTH RYDE,NSW
064241J,Macquarie University Wallumattagal Campus at North Ryde,NORTH RYDE,NSW
067838M,Macquarie University Wallumattagal Campus at North Ryde,NORTH RYDE,NSW
067842D,Macquarie University Wallumattagal Campus at North Ryde,NORTH RYDE,NSW
067843C,Macquarie University Wallumattagal Campus at North Ryde,NORTH RYDE,NSW
067844B,Macquarie University Wallumattagal Campus at North Ryde,NORTH RYDE,NSW
067845A,Macquarie University Wallumattagal Campus at North Ryde,NORTH RYDE,NSW
067846M,Macquarie University Wallumattagal Campus at North Ryde,NORTH RYDE,NSW
067848J,Macquarie University Wallumattagal Campus at North Ryde,NORTH RYDE,NSW
067850D,Macquarie University Wallumattagal Campus at North Ryde,NORTH RYDE,NSW
067851C,Macquarie University Wallumattagal Campus at North Ryde,NORTH RYDE,NSW
067856J,Macquarie University Wallumattagal Campus at North Ryde,NORTH RYDE,NSW
067858G,Macquarie University Wallumattagal Campus at North Ryde,NORTH RYDE,NSW
067866G,Macquarie University Wallumattagal Campus at North Ryde,NORTH RYDE,NSW
068544F,Macquarie University Wallumattagal Campus at North Ryde,NORTH RYDE,NSW
070063E,Macquarie University Wallumattagal Campus at North Ryde,NORTH RYDE,NSW
070064D,Macquarie University Wallumattagal Campus at North Ryde,NORTH RYDE,NSW
070505F,Macquarie University Wallumattagal Campus at North Ryde,NORTH RYDE,NSW
072063M,Macquarie University Wallumattagal Campus at North Ryde,NORTH RYDE,NSW
074754A,Macquarie University Wallumattagal Campus at North Ryde,NORTH RYDE,NSW
075047J,Macquarie University Wallumattagal Campus at North Ryde,NORTH RYDE,NSW
075265K,Macquarie University Wallumattagal Campus at North Ryde,NORTH RYDE,NSW
077336F,Macquarie University Wallumattagal Campus at North Ryde,NORTH RYDE,NSW
077583B,Macquarie University Wallumattagal Campus at North Ryde,NORTH RYDE,NSW
077685G,Macquarie University Wallumattagal Campus at North Ryde,NORTH RYDE,NSW
078005F,Macquarie University Wallumattagal Campus at North Ryde,NORTH RYDE,NSW
078627J,Macquarie University Wallumattagal Campus at North Ryde,NORTH RYDE,NSW
078628G,Macquarie University Wallumattagal Campus at North Ryde,NORTH RYDE,NSW
079199E,Macquarie University Wallumattagal Campus at North Ryde,NORTH RYDE,NSW
079304J,Macquarie University Wallumattagal Campus at North Ryde,NORTH RYDE,NSW
079305G,Macquarie University Wallumattagal Campus at North Ryde,NORTH RYDE,NSW
079306G,Macquarie University Wallumattagal Campus at North Ryde,NORTH RYDE,NSW
079307F,Macquarie University Wallumattagal Campus at North Ryde,NORTH RYDE,NSW
079539A,Macquarie University Wallumattagal Campus at North Ryde,NORTH RYDE,NSW
079889A,Macquarie University Wallumattagal Campus at North Ryde,NORTH RYDE,NSW
079890G,Macquarie University Wallumattagal Campus at North Ryde,NORTH RYDE,NSW
079891G,Macquarie University Wallumattagal Campus at North Ryde,NORTH RYDE,NSW
080284J,Macquarie University Wallumattagal Campus at North Ryde,NORTH RYDE,NSW
080285G,Macquarie University Wallumattagal Campus at North Ryde,NORTH RYDE,NSW
080286G,Macquarie University Wallumattagal Campus at North Ryde,NORTH RYDE,NSW
080287F,Macquarie University Wallumattagal Campus at North Ryde,NORTH RYDE,NSW
080288E,Macquarie University Wallumattagal Campus at North Ryde,NORTH RYDE,NSW
081340J,Macquarie University Wallumattagal Campus at North Ryde,NORTH RYDE,NSW
081342G,Macquarie University Wallumattagal Campus at North Ryde,NORTH RYDE,NSW
081724D,Macquarie University Wallumattagal Campus at North Ryde,NORTH RYDE,NSW
083010M,Macquarie University Wallumattagal Campus at North Ryde,NORTH RYDE,NSW
083740K,Macquarie University Wallumattagal Campus at North Ryde,NORTH RYDE,NSW
083741J,Macquarie University Wallumattagal Campus at North Ryde,NORTH RYDE,NSW
083742G,Macquarie University Wallumattagal Campus at North Ryde,NORTH RYDE,NSW
083743G,Macquarie University Wallumattagal Campus at North Ryde,NORTH RYDE,NSW
083744F,Macquarie University Wallumattagal Campus at North Ryde,NORTH RYDE,NSW
083745E,Macquarie University Wallumattagal Campus at North Ryde,NORTH RYDE,NSW
083746D,Macquarie University Wallumattagal Campus at North Ryde,NORTH RYDE,NSW
083747C,Macquarie University Wallumattagal Campus at North Ryde,NORTH RYDE,NSW
083748B,Macquarie University Wallumattagal Campus at North Ryde,NORTH RYDE,NSW
083750G,Macquarie University Wallumattagal Campus at North Ryde,NORTH RYDE,NSW
083754D,Macquarie University Wallumattagal Campus at North Ryde,NORTH RYDE,NSW
083755C,Macquarie University Sydney City Campus (Angel Place),Sydney,NSW
083755C,Macquarie University Wallumattagal Campus at North Ryde,NORTH RYDE,NSW
083757A,Macquarie University Wallumattagal Campus at North Ryde,NORTH RYDE,NSW
083758M,Macquarie University Wallumattagal Campus at North Ryde,NORTH RYDE,NSW
083759K,Macquarie University Wallumattagal Campus at North Ryde,NORTH RYDE,NSW
083760F,Macquarie University Wallumattagal Campus at North Ryde,NORTH RYDE,NSW
083762D,Macquarie University Wallumattagal Campus at North Ryde,NORTH RYDE,NSW
083763C,Macquarie University Wallumattagal Campus at North Ryde,NORTH RYDE,NSW
083764B,Macquarie University Sydney City Campus (Angel Place),Sydney,NSW
083764B,Macquarie University Wallumattagal Campus at North Ryde,NORTH RYDE,NSW
083766M,Macquarie University Wallumattagal Campus at North Ryde,NORTH RYDE,NSW
083767K,Macquarie University Wallumattagal Campus at North Ryde,NORTH RYDE,NSW
083768J,Macquarie University Wallumattagal Campus at North Ryde,NORTH RYDE,NSW
083769G,Macquarie University Wallumattagal Campus at North Ryde,NORTH RYDE,NSW
083771C,Macquarie University Wallumattagal Campus at North Ryde,NORTH RYDE,NSW
083773A,Macquarie University Wallumattagal Campus at North Ryde,NORTH RYDE,NSW
083775K,Macquarie University Wallumattagal Campus at North Ryde,NORTH RYDE,NSW
083777G,Macquarie University Sydney City Campus (Angel Place),Sydney,NSW
083777G,Macquarie University Wallumattagal Campus at North Ryde,NORTH RYDE,NSW
083778G,Macquarie University Wallumattagal Campus at North Ryde,NORTH RYDE,NSW
083779F,Macquarie University Wallumattagal Campus at North Ryde,NORTH RYDE,NSW
083780B,Macquarie University Wallumattagal Campus at North Ryde,NORTH RYDE,NSW
083781A,Macquarie University Sydney City Campus (Angel Place),Sydney,NSW
083781A,Macquarie University Wallumattagal Campus at North Ryde,NORTH RYDE,NSW
083782M,Macquarie University Wallumattagal Campus at North Ryde,NORTH RYDE,NSW
083783K,Macquarie University Wallumattagal Campus at North Ryde,NORTH RYDE,NSW
083785G,Macquarie University Wallumattagal Campus at North Ryde,NORTH RYDE,NSW
083788E,Macquarie University Wallumattagal Campus at North Ryde,NORTH RYDE,NSW
083790M,Macquarie University Wallumattagal Campus at North Ryde,NORTH RYDE,NSW
083791K,Macquarie University Wallumattagal Campus at North Ryde,NORTH RYDE,NSW
083792J,Macquarie University Wallumattagal Campus at North Ryde,NORTH RYDE,NSW
083793G,Macquarie University Wallumattagal Campus at North Ryde,NORTH RYDE,NSW
083794G,Macquarie University Wallumattagal Campus at North Ryde,NORTH RYDE,NSW
083795F,Macquarie University Wallumattagal Campus at North Ryde,NORTH RYDE,NSW
083796E,Macquarie University Wallumattagal Campus at North Ryde,NORTH RYDE,NSW
083797D,Macquarie University Wallumattagal Campus at North Ryde,NORTH RYDE,NSW
083799B,Macquarie University Wallumattagal Campus at North Ryde,NORTH RYDE,NSW
083800C,Macquarie University Wallumattagal Campus at North Ryde,NORTH RYDE,NSW
083802A,Macquarie University Wallumattagal Campus at North Ryde,NORTH RYDE,NSW
083805J,Macquarie University Wallumattagal Campus at North Ryde,NORTH RYDE,NSW
083806G,Macquarie University Wallumattagal Campus at North Ryde,NORTH RYDE,NSW
083807G,Macquarie University Wallumattagal Campus at North Ryde,NORTH RYDE,NSW
083808F,Macquarie University Sydney City Campus (Angel Place),Sydney,NSW
083808F,Macquarie University Wallumattagal Campus at North Ryde,NORTH RYDE,NSW
083810A,Macquarie University Wallumattagal Campus at North Ryde,NORTH RYDE,NSW
083811M,Macquarie University Wallumattagal Campus at North Ryde,NORTH RYDE,NSW
084276K,Macquarie University Sydney City Campus (Angel Place),Sydney,NSW
084276K,Macquarie University Wallumattagal Campus at North Ryde,NORTH RYDE,NSW
084522A,Macquarie University Wallumattagal Campus at North Ryde,NORTH RYDE,NSW
084524K,Macquarie University Wallumattagal Campus at North Ryde,NORTH RYDE,NSW
084526G,Macquarie University Wallumattagal Campus at North Ryde,NORTH RYDE,NSW
084528F,Macquarie University Wallumattagal Campus at North Ryde,NORTH RYDE,NSW
084529E,Macquarie University Wallumattagal Campus at North Ryde,NORTH RYDE,NSW
084530A,Macquarie University Wallumattagal Campus at North Ryde,NORTH RYDE,NSW
084544F,Macquarie University Wallumattagal Campus at North Ryde,NORTH RYDE,NSW
084546D,Macquarie University Wallumattagal Campus at North Ryde,NORTH RYDE,NSW
084547C,Macquarie University Wallumattagal Campus at North Ryde,NORTH RYDE,NSW
084698K,Macquarie University Wallumattagal Campus at North Ryde,NORTH RYDE,NSW
084699J,Macquarie University Wallumattagal Campus at North Ryde,NORTH RYDE,NSW
084700K,Macquarie University Wallumattagal Campus at North Ryde,NORTH RYDE,NSW
084701J,Macquarie University Wallumattagal Campus at North Ryde,NORTH RYDE,NSW
085030B,Macquarie University Wallumattagal Campus at North Ryde,NORTH RYDE,NSW
085031A,Macquarie University Wallumattagal Campus at North Ryde,NORTH RYDE,NSW
085032M,Macquarie University Wallumattagal Campus at North Ryde,NORTH RYDE,NSW
085296J,Macquarie University Wallumattagal Campus at North Ryde,NORTH RYDE,NSW
086079K,Macquarie University Wallumattagal Campus at North Ryde,NORTH RYDE,NSW
086080F,Macquarie University Wallumattagal Campus at North Ryde,NORTH RYDE,NSW
087679M,Macquarie University Wallumattagal Campus at North Ryde,NORTH RYDE,NSW
087876F,Macquarie University Wallumattagal Campus at North Ryde,NORTH RYDE,NSW
087877E,Macquarie University Wallumattagal Campus at North Ryde,NORTH RYDE,NSW
087878D,Macquarie University Wallumattagal Campus at North Ryde,NORTH RYDE,NSW
087879C,Macquarie University Wallumattagal Campus at North Ryde,NORTH RYDE,NSW
087880K,Macquarie University Wallumattagal Campus at North Ryde,NORTH RYDE,NSW
087959C,Macquarie University Wallumattagal Campus at North Ryde,NORTH RYDE,NSW
087960K,Macquarie University Wallumattagal Campus at North Ryde,NORTH RYDE,NSW
087963G,Macquarie University Wallumattagal Campus at North Ryde,NORTH RYDE,NSW
087964F,Macquarie University Wallumattagal Campus at North Ryde,NORTH RYDE,NSW
088047B,Macquarie University Wallumattagal Campus at North Ryde,NORTH RYDE,NSW
088495M,Macquarie University Wallumattagal Campus at North Ryde,NORTH RYDE,NSW
088496K,Macquarie University Wallumattagal Campus at North Ryde,NORTH RYDE,NSW
088497J,Macquarie University Wallumattagal Campus at North Ryde,NORTH RYDE,NSW
088498G,Macquarie University Wallumattagal Campus at North Ryde,NORTH RYDE,NSW
090596K,Macquarie University Wallumattagal Campus at North Ryde,NORTH RYDE,NSW
090742E,Macquarie University Wallumattagal Campus at North Ryde,NORTH RYDE,NSW
090880F,Macquarie University Wallumattagal Campus at North Ryde,NORTH RYDE,NSW
091741J,Macquarie University Wallumattagal Campus at North Ryde,NORTH RYDE,NSW
092007J,Macquarie University Wallumattagal Campus at North Ryde,NORTH RYDE,NSW
092008G,Macquarie University Wallumattagal Campus at North Ryde,NORTH RYDE,NSW
092009G,Macquarie University Wallumattagal Campus at North Ryde,NORTH RYDE,NSW
092010C,Macquarie University Wallumattagal Campus at North Ryde,NORTH RYDE,NSW
092011B,Macquarie University Wallumattagal Campus at North Ryde,NORTH RYDE,NSW
092012A,Macquarie University Wallumattagal Campus at North Ryde,NORTH RYDE,NSW
092113G,Macquarie University Wallumattagal Campus at North Ryde,NORTH RYDE,NSW
092114F,Macquarie University Wallumattagal Campus at North Ryde,NORTH RYDE,NSW
092115E,Macquarie University Wallumattagal Campus at North Ryde,NORTH RYDE,NSW
092514A,Macquarie University Wallumattagal Campus at North Ryde,NORTH RYDE,NSW
092682G,Macquarie University Wallumattagal Campus at North Ryde,NORTH RYDE,NSW
094123M,Macquarie University Wallumattagal Campus at North Ryde,NORTH RYDE,NSW
094224F,Macquarie University Wallumattagal Campus at North Ryde,NORTH RYDE,NSW
094320F,Macquarie University Wallumattagal Campus at North Ryde,NORTH RYDE,NSW
095020K,Macquarie University Wallumattagal Campus at North Ryde,NORTH RYDE,NSW
095021J,Macquarie University Wallumattagal Campus at North Ryde,NORTH RYDE,NSW
095045A,Macquarie University Sydney City Campus (Angel Place),Sydney,NSW
095045A,Macquarie University Wallumattagal Campus at North Ryde,NORTH RYDE,NSW
095061A,Macquarie University Wallumattagal Campus at North Ryde,NORTH RYDE,NSW
095108B,Macquarie University Wallumattagal Campus at North Ryde,NORTH RYDE,NSW
095110G,Macquarie University Wallumattagal Campus at North Ryde,NORTH RYDE,NSW
095111G,Macquarie University Wallumattagal Campus at North Ryde,NORTH RYDE,NSW
095112F,Macquarie University Wallumattagal Campus at North Ryde,NORTH RYDE,NSW
095113E,Macquarie University Wallumattagal Campus at North Ryde,NORTH RYDE,NSW
095114D,Macquarie University Wallumattagal Campus at North Ryde,NORTH RYDE,NSW
095115C,Macquarie University Wallumattagal Campus at North Ryde,NORTH RYDE,NSW
095116B,Macquarie University Wallumattagal Campus at North Ryde,NORTH RYDE,NSW
095117A,Macquarie University Wallumattagal Campus at North Ryde,NORTH RYDE,NSW
095118M,Macquarie University Wallumattagal Campus at North Ryde,NORTH RYDE,NSW
095119K,Macquarie University Wallumattagal Campus at North Ryde,NORTH RYDE,NSW
095120F,Macquarie University Wallumattagal Campus at North Ryde,NORTH RYDE,NSW
095798D,Macquarie University Wallumattagal Campus at North Ryde,NORTH RYDE,NSW
096081M,Macquarie University Wallumattagal Campus at North Ryde,NORTH RYDE,NSW
096860F,Macquarie University Wallumattagal Campus at North Ryde,NORTH RYDE,NSW
096861E,Macquarie University Wallumattagal Campus at North Ryde,NORTH RYDE,NSW
096862D,Macquarie University Wallumattagal Campus at North Ryde,NORTH RYDE,NSW
097293B,Macquarie University Wallumattagal Campus at North Ryde,NORTH RYDE,NSW
097384K,Macquarie University Wallumattagal Campus at North Ryde,NORTH RYDE,NSW
097385J,Macquarie University Wallumattagal Campus at North Ryde,NORTH RYDE,NSW
097386G,Macquarie University Wallumattagal Campus at North Ryde,NORTH RYDE,NSW
097428C,Macquarie University Wallumattagal Campus at North Ryde,NORTH RYDE,NSW
097429B,Macquarie University Wallumattagal Campus at North Ryde,NORTH RYDE,NSW
098526D,Macquarie University Wallumattagal Campus at North Ryde,NORTH RYDE,NSW
098528B,Macquarie University Wallumattagal Campus at North Ryde,NORTH RYDE,NSW
098530G,Macquarie University Wallumattagal Campus at North Ryde,NORTH RYDE,NSW
099141B,Macquarie University Wallumattagal Campus at North Ryde,NORTH RYDE,NSW
099142A,Macquarie University Wallumattagal Campus at North Ryde,NORTH RYDE,NSW
099143M,Macquarie University Wallumattagal Campus at North Ryde,NORTH RYDE,NSW
099144K,Macquarie University Wallumattagal Campus at North Ryde,NORTH RYDE,NSW
099145J,Macquarie University Wallumattagal Campus at North Ryde,NORTH RYDE,NSW
099146G,Macquarie University Wallumattagal Campus at North Ryde,NORTH RYDE,NSW
099147G,Macquarie University Wallumattagal Campus at North Ryde,NORTH RYDE,NSW
099148F,Macquarie University Wallumattagal Campus at North Ryde,NORTH RYDE,NSW
099149E,Macquarie University Wallumattagal Campus at North Ryde,NORTH RYDE,NSW
099150A,Macquarie University Wallumattagal Campus at North Ryde,NORTH RYDE,NSW
099151M,Macquarie University Wallumattagal Campus at North Ryde,NORTH RYDE,NSW
099152K,Macquarie University Wallumattagal Campus at North Ryde,NORTH RYDE,NSW
099153J,Macquarie University Wallumattagal Campus at North Ryde,NORTH RYDE,NSW
099154G,Macquarie University Wallumattagal Campus at North Ryde,NORTH RYDE,NSW
099155G,Macquarie University Sydney City Campus (Angel Place),Sydney,NSW
099158D,Macquarie University Wallumattagal Campus at North Ryde,NORTH RYDE,NSW
099159C,Macquarie University Wallumattagal Campus at North Ryde,NORTH RYDE,NSW
099160K,Macquarie University Wallumattagal Campus at North Ryde,NORTH RYDE,NSW
099161J,Macquarie University Wallumattagal Campus at North Ryde,NORTH RYDE,NSW
099162G,Macquarie University Wallumattagal Campus at North Ryde,NORTH RYDE,NSW
099163G,Macquarie University Wallumattagal Campus at North Ryde,NORTH RYDE,NSW
099164F,Macquarie University Wallumattagal Campus at North Ryde,NORTH RYDE,NSW
099165E,Macquarie University Wallumattagal Campus at North Ryde,NORTH RYDE,NSW
099166D,Macquarie University Wallumattagal Campus at North Ryde,NORTH RYDE,NSW
099167C,Macquarie University Wallumattagal Campus at North Ryde,NORTH RYDE,NSW
099168B,Macquarie University Wallumattagal Campus at North Ryde,NORTH RYDE,NSW
099169A,Macquarie University Wallumattagal Campus at North Ryde,NORTH RYDE,NSW
